"State: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","Wall: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","Wall: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (4, 0)","Wall: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","State: (4, 5)","State: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)",
1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,
0.6399265283159531,0.4608500156450687,0.34958353375701084,0.26146047793963734,0.19166701601994834,0.1363905928233899,0.0,0.010313142644005891,0.2637549007079167,0.2206422084695647,0.0,0.09261166457763309,0.6068175654460677,0.5005932216738789,0.0997370396502056,0.1704863345956002,0.0,0.05793875255632035,0.4982987989055995,0.7976180456575798,0.660560171729677,0.2171972789310755,0.0,0.03047780556170734,0.37924297082702285,0.0,0.8752969043040957,0.7337103932612085,0.2264185670179698,0.16820454633519377,0.6456360421005555,0.126101559560411,0.7246919168222512,1.0,0.8002791921485993,0.6363371202605018,
0.6573892273274217,0.5439044676591931,0.46371252740195074,0.391257949949601,0.3271437101827093,0.26584888124201683,0.0,0.22811195342162766,0.3960248074465351,0.35526415365270847,0.0,0.2143202275401389,0.6275901356142797,0.5651316928214754,0.3104664041628155,0.3148691035402362,0.0,0.16878422627518153,0.5765032788500762,0.788225001158391,0.7058007296502933,0.4188264118605535,0.0,0.12897726952350783,0.499421309443032,0.0,0.8899695697727017,0.805607487541297,0.486665829943135,0.43271543288734576,0.6694645168408032,0.3260656129955956,0.7964241682283605,1.0,0.8858584807267104,0.7789460989754619,
0.7027321514954237,0.6110131233712985,0.5453690474282312,0.48434788959237257,0.4286616771028682,0.37066897884319583,0.0,0.35536872789296053,0.4883191991286062,0.45315253791214793,0.0,0.320628379422318,0.6748866201000722,0.6254339066273836,0.4216478310098586,0.4186230866139663,0.0,0.27373151510979576,0.6362394033145182,0.8070357244836511,0.7447736781221358,0.5172264870036531,0.0,0.2895808102038669,0.5764445296962826,0.0,0.9034553409394833,0.8393773039137346,0.595931174973137,0.5834658400204223,0.7160300681590341,0.44077523639933097,0.8318086299182149,1.0,0.9145275027248294,0.8370709376525286,
0.7466026013644532,0.6669379091203077,0.609535238750159,0.5559381967576439,0.506709161732463,0.4536797714665454,0.0,0.4472243966788477,0.5592545185954967,0.5278966426378315,0.0,0.40744880848135445,0.7197868158773433,0.676499912627134,0.5017990157716296,0.4970796521757147,0.0,0.36290221528709826,0.6860283014252774,0.8308918588728237,0.7780517241598698,0.5840728991432792,0.0,0.4376098002533603,0.6347350503138207,0.0,0.91593661448212,0.8617165890390525,0.6578746044649567,0.6746723586319816,0.7601356550587821,0.5242388606477454,0.8557930190826644,1.0,0.9283731765879598,0.866757591895264,
0.7837440913904176,0.7123409212855427,0.6605441871375775,0.6121270005387653,0.5676517861677716,0.5191726610357049,0.0,0.5178464522310351,0.6150069286924453,0.5862794033710579,0.0,0.4767534153539862,0.7574663706570661,0.7181409196323587,0.5634442529121149,0.5580212002770162,0.0,0.435403019721709,0.7265835688145551,0.8527959039880736,0.8055580855566813,0.6343189533140449,0.0,0.5405874159741308,0.6805872211704072,0.0,0.9266504905610541,0.8783840914230445,0.6998136542628927,0.7261613473531869,0.796741425588647,0.5883470791118525,0.8738328757653668,1.0,0.9367267373995057,0.8838599337976085,
0.8139560131320592,0.7488150468872868,0.7012411473424537,0.6567301143521247,0.6158885240321237,0.5711976865681064,0.0,0.5735808205380263,0.659300143336741,0.632533617508777,0.0,0.5320455817404904,0.7879473207967832,0.7515760977843641,0.6120506077908264,0.6061895329021972,0.0,0.4937125230392944,0.7591431851145951,0.8709918830208975,0.827697007614758,0.6735304265175929,0.0,0.6054777802853905,0.717004465173212,0.0,0.9357175405127593,0.8915426043636987,0.7312312786434975,0.7581626531750288,0.8258855667002357,0.638503535720609,0.8880749420897208,1.0,0.9425627520741319,0.8950563834128388,
0.8385327353361668,0.7783747188189147,0.7341506212722729,0.6927326438811321,0.6547739412549457,0.6131831619781802,0.0,0.6185026257140492,0.6950659021319382,0.669842627784692,0.0,0.5767319275586708,0.8126236889983323,0.7786025804343758,0.6511559029864856,0.6450039888643166,0.0,0.5409867878046596,0.785454185864878,0.8858163108638502,0.8456087002709589,0.704994581235588,0.0,0.6482257364209267,0.7463464668618532,0.0,0.9432570502414548,0.9021969356336399,0.7561128859104357,0.780690365903248,0.849050873138677,0.6784355686151825,0.8995675933197106,1.0,0.9470468351350472,0.903280513824328,
0.8588658507409833,0.8027805365974876,0.7612902967991083,0.7223935640790967,0.6867840525879575,0.6477448055375755,0.0,0.6554765158592332,0.7245370052754555,0.7005677808253457,0.0,0.6135239150197809,0.8329360045416527,0.8008436191066525,0.6832831572416956,0.6769477087881224,0.0,0.5799452750479362,0.8070990307163642,0.8980551465528974,0.8603739045445549,0.7308456490728789,0.0,0.6791906398401307,0.7704603302568216,0.0,0.9495046273399849,0.9109704404660471,0.7764526615796846,0.7981762185881689,0.8677606391094553,0.7108631719657913,0.9089921751839101,1.0,0.9506812958665978,0.9098070960726795,
0.8759843569970802,0.8232924959344775,0.784078432976293,0.7472795719282205,0.7136239658089892,0.676712825030919,0.0,0.6864663832516006,0.7492661319231695,0.726338608529072,0.0,0.6443539296068357,0.8499439601748514,0.8194674436419465,0.7101574679508905,0.7037244708071461,0.0,0.6125924502592812,0.8252167301506563,0.9083280767339006,0.8727517791100119,0.7524708382961189,0.0,0.7035481454875958,0.7906339053675127,0.0,0.9547492199513858,0.9183179105095887,0.7934277780728831,0.8124947599271021,0.8831309395151455,0.7376679142488948,0.9168524209929587,1.0,0.9537071659392377,0.9151979776262501,
0.8906192223518977,0.8407987266895187,0.8035097493714465,0.7684846516031485,0.736480729459738,0.7013695771226955,0.0,0.7128424914691597,0.7703388743497364,0.7482911382814971,0.0,0.6705859342485802,0.8643995661244696,0.8352987180383625,0.73298031821866,0.7265198620921137,0.0,0.6403639419498705,0.8406113206286797,0.9170803927924237,0.883284302777442,0.770836920179952,0.0,0.7237009457133442,0.807768175907402,0.0,0.9592135358046731,0.9245626581888632,0.8078189924920608,0.8245513711468029,0.895950421397835,0.7601644153307536,0.9235060801828703,1.0,0.9562698386316217,0.9197508867896786,
0.9032964322305173,0.8559369504763924,0.8202973540470665,0.7867917563091988,0.7562026505242773,0.7226333827625847,0.0,0.7355862156608478,0.7885326623167965,0.767237926604894,0.0,0.6931991431983754,0.8768438419744268,0.8489298950588509,0.7526129918019675,0.7461814790505173,0.0,0.6642963686133472,0.8538604526060689,0.9246332047237854,0.8923618899089304,0.786636468214783,0.0,0.7408442401346604,0.8225087361225363,0.0,0.9630608949568008,0.9299375502517055,0.8201776460319795,0.834875310218471,0.9067837038362833,0.7792928553350249,0.9292105325587726,1.0,0.9584690125156532,0.9236536636311239,
0.9144028183482874,0.8691758664437855,0.8349650420984375,0.8027755837006523,0.7734119427439466,0.7411781001032888,0.0,0.7554183019384125,0.8044183059298089,0.7837752547674498,0.0,0.7129125571430639,0.8876746647003539,0.8607964992405469,0.7696882932913671,0.7633312207161357,0.0,0.6851523833819826,0.8653887839134642,0.9312227699559862,0.9002717391123123,0.8003782644643078,0.0,0.7556681265007548,0.8353298209095078,0.0,0.9664121055198731,0.934614025710282,0.8309073697340559,0.843823176197099,0.916043715516765,0.7957418307126125,0.9341550187576027,1.0,0.9603771133675432,0.927037860229438,
0.924229009521683,0.8808675229357692,0.8479061484953487,0.8168675604160046,0.7885755364531909,0.7575093872561144,0.0,0.7728799736140405,0.8184243710655196,0.7983507041618836,0.0,0.7302657317481264,0.8971909626887427,0.8712256983592191,0.7846815012887995,0.7784358697192916,0.0,0.7035046031891666,0.8755153280851342,0.9370266208574459,0.9072296581155816,0.8124444505410966,0.0,0.7686314612432998,0.846587600437663,0.0,0.9693581975382833,0.9387210331201046,0.8403111517718095,0.8516546046622613,0.9240387552745876,0.810026600128551,0.9384816659233899,1.0,0.9620484002373964,0.930000717368506,
0.9329819777535149,0.8912665888136492,0.8594074513374002,0.8293840808991153,0.8020373980413346,0.7720012995400171,0.0,0.7883724079794392,0.8308650576035941,0.8112933200490863,0.0,0.7456590644882228,0.9056065233979509,0.8804533090833294,0.7979431863825145,0.7918394837097689,0.0,0.7197791828297071,0.8844695956469639,0.9421649929199939,0.9133856780921525,0.8231138896359379,0.0,0.7800551851310528,0.8565404798062374,0.0,0.9719528019465049,0.942341687924392,0.848606840594521,0.8585520372488572,0.9309877254855836,0.8225262811915256,0.9422835146869679,1.0,0.9635215334868841,0.9326112188146443,
0.9408325348600113,0.9005804767996953,0.8697009566651136,0.8405798218230177,0.8140733082918777,0.7849526375666948,0.0,0.8022157228384038,0.8419933601269014,0.8228674069542821,0.0,0.7594115071998505,0.9130971929108679,0.8886720155356247,0.8097542927106605,0.8038178202594334,0.0,0.7343147854586833,0.8924394191599921,0.94674144319935,0.9188662050090202,0.8326121040080389,0.0,0.7901922639929716,0.8653984354464029,0.0,0.9742481359373842,0.9455523445429196,0.8559753555891473,0.8646740976762946,0.9370694154783553,0.8335429427865998,0.945644497584258,1.0,0.9648298847222558,0.9349291293734807,
